Id	Print_Name	Inverted_Name
mjv	Mannan	Mannan
mjw	Karbi	Karbi
mjx	Mahali	Mahali
mjy	Mahican	Mahican
mjz	Majhi	Majhi
mka	Mbre	Mbre
mkb	Mal Paharia	Mal Paharia
mkc	Siliput	Siliput
mkd	Macedonian	Macedonian
mke	Mawchi	Mawchi
mkf	Miya	Miya
mkg	Mak (China)	Mak (China)
mki	Dhatki	Dhatki
mkj	Mokilese	Mokilese
mkk	Byep	Byep
mkl	Mokole	Mokole
mkm	Moklen	Moklen
mkn	Kupang Malay	Malay, Kupang
mko	Mingang Doso	Mingang Doso
mkp	Moikodi	Moikodi
mkq	Bay Miwok	Miwok, Bay
mkr	Malas	Malas
mks	Silacayoapan Mixtec	Mixtec, Silacayoapan
mkt	Vamale	Vamale
mku	Konyanka Maninka	Maninka, Konyanka
mkv	Mafea	Mafea
mkw	Kituba (Congo)	Kituba (Congo)
mkx	Kinamiging Manobo	Manobo, Kinamiging
mky	East Makian	Makian, East
mkz	Makasae	Makasae
mla	Malo	Malo
mlb	Mbule	Mbule
mlc	Cao Lan	Cao Lan
mle	Manambu	Manambu
mlf	Mal	Mal
mlg	Malagasy	Malagasy
mlh	Mape	Mape
mli	Malimpung	Malimpung
mlj	Miltu	Miltu
mlk	Ilwana	Ilwana
mlk	Kiwilwana	Kiwilwana
mll	Malua Bay	Malua Bay
mlm	Mulam	Mulam
mln	Malango	Malango
mlo	Mlomp	Mlomp
mlp	Bargam	Bargam
mlq	Western Maninkakan	Maninkakan, Western
mlr	Vame	Vame
mls	Masalit	Masalit
mlt	Maltese	Maltese
mlu	To'abaita	To'abaita
mlv	Motlav	Motlav
mlv	Mwotlap	Mwotlap
mlw	Moloko	Moloko
mlx	Malfaxal	Malfaxal
mlx	Naha'ai	Naha'ai
mlz	Malaynon	Malaynon
mma	Mama	Mama
mmb	Momina	Momina
mmc	Michoacán Mazahua	Mazahua, Michoacán
mmd	Maonan	Maonan
mme	Mae	Mae
mmf	Mundat	Mundat
mmg	North Ambrym	Ambrym, North
mmh	Mehináku	Mehináku
mmi	Musar	Musar
mmj	Majhwar	Majhwar
mmk	Mukha-Dora	Mukha-Dora
mml	Man Met	Man Met
mmm	Maii	Maii
mmn	Mamanwa	Mamanwa
mmo	Mangga Buang	Buang, Mangga
mmp	Siawi	Siawi
mmq	Musak	Musak
mmr	Western Xiangxi Miao	Miao, Western Xiangxi
mmt	Malalamai	Malalamai
mmu	Mmaala	Mmaala
mmv	Miriti	Miriti
mmw	Emae	Emae
mmx	Madak	Madak
mmy	Migaama	Migaama
mmz	Mabaale	Mabaale
mna	Mbula	Mbula
mnb	Muna	Muna
mnc	Manchu	Manchu
mnd	Mondé	Mondé
mne	Naba	Naba
mnf	Mundani	Mundani
mng	Eastern Mnong	Mnong, Eastern
mnh	Mono (Democratic Republic of Congo)	Mono (Democratic Republic of Congo)
mni	Manipuri	Manipuri
mnj	Munji	Munji
mnk	Mandinka	Mandinka
mnl	Tiale	Tiale
mnm	Mapena	Mapena
mnn	Southern Mnong	Mnong, Southern
mnp	Min Bei Chinese	Chinese, Min Bei
mnq	Minriq	Minriq
mnr	Mono (USA)	Mono (USA)
mns	Mansi	Mansi
mnu	Mer	Mer
mnv	Rennell-Bellona	Rennell-Bellona
mnw	Mon	Mon
mnx	Manikion	Manikion
mny	Manyawa	Manyawa
mnz	Moni	Moni
moa	Mwan	Mwan
moc	Mocoví	Mocoví
mod	Mobilian	Mobilian
moe	Montagnais	Montagnais
mog	Mongondow	Mongondow
moh	Mohawk	Mohawk
moi	Mboi	Mboi
moj	Monzombo	Monzombo
mok	Morori	Morori
mom	Mangue	Mangue
mon	Mongolian	Mongolian
moo	Monom	Monom
mop	Mopán Maya	Mopán Maya
moq	Mor (Bomberai Peninsula)	Mor (Bomberai Peninsula)
mor	Moro	Moro
mos	Mossi	Mossi
mot	Barí	Barí
mou	Mogum	Mogum
mov	Mohave	Mohave
mow	Moi (Congo)	Moi (Congo)
mox	Molima	Molima
moy	Shekkacho	Shekkacho
moz	Gergiko	Gergiko
moz	Mukulu	Mukulu
mpa	Mpoto	Mpoto
mpb	Mullukmulluk	Mullukmulluk
mpc	Mangarayi	Mangarayi
mpd	Machinere	Machinere
mpe	Majang	Majang
mpg	Marba	Marba
mph	Maung	Maung
mpi	Mpade	Mpade
mpj	Martu Wangka	Martu Wangka
mpk	Mbara (Chad)	Mbara (Chad)
mpl	Middle Watut	Watut, Middle
mpm	Yosondúa Mixtec	Mixtec, Yosondúa
mpn	Mindiri	Mindiri
mpo	Miu	Miu
mpp	Migabac	Migabac
mpq	Matís	Matís
mpr	Vangunu	Vangunu
mps	Dadibi	Dadibi
mpt	Mian	Mian
mpu	Makuráp	Makuráp
mpv	Mungkip	Mungkip
mpw	Mapidian	Mapidian
mpx	Misima-Panaeati	Misima-Panaeati
mpy	Mapia	Mapia
mpz	Mpi	Mpi
mqa	Maba (Indonesia)	Maba (Indonesia)
mqb	Mbuko	Mbuko
mqc	Mangole	Mangole
mqe	Matepi	Matepi
mqf	Momuna	Momuna
mqg	Kota Bangun Kutai Malay	Malay, Kota Bangun Kutai
mqh	Tlazoyaltepec Mixtec	Mixtec, Tlazoyaltepec
mqi	Mariri	Mariri
mqj	Mamasa	Mamasa
mqk	Rajah Kabunsuwan Manobo	Manobo, Rajah Kabunsuwan
mql	Mbelime	Mbelime
mqm	South Marquesan	Marquesan, South
mqn	Moronene	Moronene
mqo	Modole	Modole
mqp	Manipa	Manipa
mqq	Minokok	Minokok
mqr	Mander	Mander
mqs	West Makian	Makian, West
mqt	Mok	Mok
mqu	Mandari	Mandari
mqv	Mosimo	Mosimo
mqw	Murupi	Murupi
mqx	Mamuju	Mamuju
mqy	Manggarai	Manggarai
mqz	Pano	Pano
mra	Mlabri	Mlabri
mrb	Marino	Marino
mrc	Maricopa	Maricopa
mrd	Western Magar	Magar, Western
mre	Martha's Vineyard Sign Language	Martha's Vineyard Sign Language
mrf	Elseng	Elseng
mrg	Mising	Mising
mrh	Mara Chin	Chin, Mara
mri	Maori	Maori
mrj	Western Mari	Mari, Western
mrk	Hmwaveke	Hmwaveke
mrl	Mortlockese	Mortlockese
mrm	Merlav	Merlav
mrm	Mwerlap	Mwerlap
mrn	Cheke Holo	Cheke Holo
mro	Mru	Mru
mrp	Morouas	Morouas
mrq	North Marquesan	Marquesan, North
mrr	Maria (India)	Maria (India)
mrs	Maragus	Maragus
mrt	Marghi Central	Marghi Central
mru	Mono (Cameroon)	Mono (Cameroon)
mrv	Mangareva	Mangareva
mrw	Maranao	Maranao
mrx	Dineor	Dineor
mrx	Maremgi	Maremgi
mry	Mandaya	Mandaya
mrz	Marind	Marind
msa	Malay (macrolanguage)	Malay (macrolanguage)
msb	Masbatenyo	Masbatenyo
msc	Sankaran Maninka	Maninka, Sankaran
msd	Yucatec Maya Sign Language	Yucatec Maya Sign Language
mse	Musey	Musey
msf	Mekwei	Mekwei
msg	Moraid	Moraid
msh	Masikoro Malagasy	Malagasy, Masikoro
msi	Sabah Malay	Malay, Sabah
msj	Ma (Democratic Republic of Congo)	Ma (Democratic Republic of Congo)
msk	Mansaka	Mansaka
msl	Molof	Molof
msl	Poule	Poule
msm	Agusan Manobo	Manobo, Agusan
msn	Vurës	Vurës
mso	Mombum	Mombum
msp	Maritsauá	Maritsauá
msq	Caac	Caac
msr	Mongolian Sign Language	Mongolian Sign Language
mss	West Masela	Masela, West
msu	Musom	Musom
msv	Maslam	Maslam
msw	Mansoanka	Mansoanka
msx	Moresada	Moresada
msy	Aruamu	Aruamu
msz	Momare	Momare
mta	Cotabato Manobo	Manobo, Cotabato
mtb	Anyin Morofo	Anyin Morofo
mtc	Munit	Munit
mtd	Mualang	Mualang
mte	Mono (Solomon Islands)	Mono (Solomon Islands)
mtf	Murik (Papua New Guinea)	Murik (Papua New Guinea)
mtg	Una	Una
mth	Munggui	Munggui
mti	Maiwa (Papua New Guinea)	Maiwa (Papua New Guinea)
mtj	Moskona	Moskona
mtk	Mbe'	Mbe'
mtl	Montol	Montol
mtm	Mator	Mator
mtn	Matagalpa	Matagalpa
mto	Totontepec Mixe	Mixe, Totontepec
mtp	Wichí Lhamtés Nocten	Wichí Lhamtés Nocten
mtq	Muong	Muong
mtr	Mewari	Mewari
mts	Yora	Yora
mtt	Mota	Mota
mtu	Tututepec Mixtec	Mixtec, Tututepec
mtv	Asaro'o	Asaro'o
mtw	Southern Binukidnon	Binukidnon, Southern
mtx	Tidaá Mixtec	Mixtec, Tidaá
mty	Nabi	Nabi
mua	Mundang	Mundang
mub	Mubi	Mubi
muc	Ajumbu	Ajumbu
mud	Mednyj Aleut	Aleut, Mednyj
mue	Media Lengua	Media Lengua
mug	Musgu	Musgu
muh	Mündü	Mündü
mui	Musi	Musi
muj	Mabire	Mabire
muk	Mugom	Mugom
mul	Multiple languages	Multiple languages
mum	Maiwala	Maiwala
muo	Nyong	Nyong
mup	Malvi	Malvi
muq	Eastern Xiangxi Miao	Miao, Eastern Xiangxi
mur	Murle	Murle
mus	Creek	Creek
mut	Western Muria	Muria, Western
muu	Yaaku	Yaaku
muv	Muthuvan	Muthuvan
mux	Bo-Ung	Bo-Ung
muy	Muyang	Muyang
muz	Mursi	Mursi
mva	Manam	Manam
mvb	Mattole	Mattole
mvd	Mamboru	Mamboru
mve	Marwari (Pakistan)	Marwari (Pakistan)
mvf	Peripheral Mongolian	Mongolian, Peripheral
mvg	Yucuañe Mixtec	Mixtec, Yucuañe
mvh	Mulgi	Mulgi
mvi	Miyako	Miyako
mvk	Mekmek	Mekmek
mvl	Mbara (Australia)	Mbara (Australia)
mvm	Muya	Muya
mvn	Minaveha	Minaveha
mvo	Marovo	Marovo
mvp	Duri	Duri
mvq	Moere	Moere
mvr	Marau	Marau
mvs	Massep	Massep
mvt	Mpotovoro	Mpotovoro
mvu	Marfa	Marfa
mvv	Tagal Murut	Murut, Tagal
mvw	Machinga	Machinga
mvx	Meoswar	Meoswar
mvy	Indus Kohistani	Kohistani, Indus
mvz	Mesqan	Mesqan
mwa	Mwatebu	Mwatebu
mwb	Juwal	Juwal
mwc	Are	Are
mwe	Mwera (Chimwera)	Mwera (Chimwera)
mwf	Murrinh-Patha	Murrinh-Patha
mwg	Aiklep	Aiklep
mwh	Mouk-Aria	Mouk-Aria
mwi	Labo	Labo
mwi	Ninde	Ninde
mwk	Kita Maninkakan	Maninkakan, Kita
mwl	Mirandese	Mirandese
mwm	Sar	Sar
mwn	Nyamwanga	Nyamwanga
mwo	Central Maewo	Maewo, Central
mwp	Kala Lagaw Ya	Kala Lagaw Ya
mwq	Mün Chin	Chin, Mün
mwr	Marwari	Marwari
mws	Mwimbi-Muthambi	Mwimbi-Muthambi
mwt	Moken	Moken
mwu	Mittu	Mittu
mwv	Mentawai	Mentawai
mww	Hmong Daw	Hmong Daw
mwx	Mediak	Mediak
mwy	Mosiro	Mosiro
mwz	Moingi	Moingi
mxa	Northwest Oaxaca Mixtec	Mixtec, Northwest Oaxaca
mxb	Tezoatlán Mixtec	Mixtec, Tezoatlán
mxc	Manyika	Manyika
mxd	Modang	Modang
mxe	Mele-Fila	Mele-Fila
mxf	Malgbe	Malgbe
mxg	Mbangala	Mbangala
mxh	Mvuba	Mvuba
mxi	Mozarabic	Mozarabic
mxj	Geman Deng	Deng, Geman
mxj	Miju-Mishmi	Miju-Mishmi
mxk	Monumbo	Monumbo
mxl	Maxi Gbe	Gbe, Maxi
mxm	Meramera	Meramera
mxn	Moi (Indonesia)	Moi (Indonesia)
mxo	Mbowe	Mbowe
mxp	Tlahuitoltepec Mixe	Mixe, Tlahuitoltepec
mxq	Juquila Mixe	Mixe, Juquila
mxr	Murik (Malaysia)	Murik (Malaysia)
mxs	Huitepec Mixtec	Mixtec, Huitepec
mxt	Jamiltepec Mixtec	Mixtec, Jamiltepec
mxu	Mada (Cameroon)	Mada (Cameroon)
mxv	Metlatónoc Mixtec	Mixtec, Metlatónoc
mxw	Namo	Namo
mxx	Mahou	Mahou
mxx	Mawukakan	Mawukakan
mxy	Southeastern Nochixtlán Mixtec	Mixtec, Southeastern Nochixtlán
mxz	Central Masela	Masela, Central
mya	Burmese	Burmese
myb	Mbay	Mbay
myc	Mayeka	Mayeka
myd	Maramba	Maramba
mye	Myene	Myene
myf	Bambassi	Bambassi
myg	Manta	Manta
myh	Makah	Makah
myi	Mina (India)	Mina (India)
myj	Mangayat	Mangayat
myk	Mamara Senoufo	Senoufo, Mamara
myl	Moma	Moma
mym	Me'en	Me'en
myo	Anfillo	Anfillo
myp	Pirahã	Pirahã
myr	Muniche	Muniche
mys	Mesmes	Mesmes
myu	Mundurukú	Mundurukú
myv	Erzya	Erzya
myw	Muyuw	Muyuw
myx	Masaaba	Masaaba
myy	Macuna	Macuna
myz	Classical Mandaic	Mandaic, Classical
mza	Santa María Zacatepec Mixtec	Mixtec, Santa María Zacatepec
mzb	Tumzabt	Tumzabt
mzc	Madagascar Sign Language	Madagascar Sign Language
mzd	Malimba	Malimba
mze	Morawa	Morawa
mzg	Monastic Sign Language	Monastic Sign Language
mzh	Wichí Lhamtés Güisnay	Wichí Lhamtés Güisnay
mzi	Ixcatlán Mazatec	Mazatec, Ixcatlán
mzj	Manya	Manya
mzk	Nigeria Mambila	Mambila, Nigeria
mzl	Mazatlán Mixe	Mixe, Mazatlán
mzm	Mumuye	Mumuye
mzn	Mazanderani	Mazanderani
mzo	Matipuhy	Matipuhy
mzp	Movima	Movima
mzq	Mori Atas	Mori Atas
mzr	Marúbo	Marúbo
mzs	Macanese	Macanese
mzt	Mintil	Mintil
mzu	Inapang	Inapang
mzv	Manza	Manza
mzw	Deg	Deg
mzx	Mawayana	Mawayana
mzy	Mozambican Sign Language	Mozambican Sign Language
mzz	Maiadomu	Maiadomu
naa	Namla	Namla
nab	Southern Nambikuára	Nambikuára, Southern
nac	Narak	Narak
nad	Nijadali	Nijadali
nae	Naka'ela	Naka'ela
naf	Nabak	Nabak
nag	Naga Pidgin	Naga Pidgin
naj	Nalu	Nalu
nak	Nakanai	Nakanai
nal	Nalik	Nalik
nam	Ngan'gityemerri	Ngan'gityemerri
nan	Min Nan Chinese	Chinese, Min Nan
nao	Naaba	Naaba
nap	Neapolitan	Neapolitan
naq	Khoekhoe	Khoekhoe
naq	Nama (Namibia)	Nama (Namibia)
nar	Iguta	Iguta
nas	Naasioi	Naasioi
nat	Ca̱hungwa̱rya̱	Ca̱hungwa̱rya̱
nat	Hungworo	Hungworo
nau	Nauru	Nauru
nav	Navaho	Navaho
nav	Navajo	Navajo
naw	Nawuri	Nawuri
nax	Nakwi	Nakwi
nay	Narrinyeri	Narrinyeri
naz	Coatepec Nahuatl	Nahuatl, Coatepec
nba	Nyemba	Nyemba
nbb	Ndoe	Ndoe
nbc	Chang Naga	Naga, Chang
nbd	Ngbinda	Ngbinda
nbe	Konyak Naga	Naga, Konyak
nbg	Nagarchal	Nagarchal
nbh	Ngamo	Ngamo
nbi	Mao Naga	Naga, Mao
nbj	Ngarinman	Ngarinman
nbk	Nake	Nake
nbl	South Ndebele	Ndebele, South
nbm	Ngbaka Ma'bo	Ngbaka Ma'bo
nbn	Kuri	Kuri
nbo	Nkukoli	Nkukoli
nbp	Nnam	Nnam
nbq	Nggem	Nggem
nbr	Numana-Nunku-Gbantu-Numbu	Numana-Nunku-Gbantu-Numbu
nbs	Namibian Sign Language	Namibian Sign Language
nbt	Na	Na
nbu	Rongmei Naga	Naga, Rongmei
nbv	Ngamambo	Ngamambo
nbw	Southern Ngbandi	Ngbandi, Southern
nby	Ningera	Ningera
nca	Iyo	Iyo
ncb	Central Nicobarese	Nicobarese, Central
ncc	Ponam	Ponam
ncd	Nachering	Nachering
nce	Yale	Yale
ncf	Notsi	Notsi
ncg	Nisga'a	Nisga'a
nch	Central Huasteca Nahuatl	Nahuatl, Central Huasteca
nci	Classical Nahuatl	Nahuatl, Classical
ncj	Northern Puebla Nahuatl	Nahuatl, Northern Puebla
nck	Nakara	Nakara
ncl	Michoacán Nahuatl	Nahuatl, Michoacán
ncm	Nambo	Nambo
ncn	Nauna	Nauna
nco	Sibe	Sibe
ncp	Ndaktup	Ndaktup
ncr	Ncane	Ncane
ncs	Nicaraguan Sign Language	Nicaraguan Sign Language
nct	Chothe Naga	Naga, Chothe
ncu	Chumburung	Chumburung
ncx	Central Puebla Nahuatl	Nahuatl, Central Puebla
ncz	Natchez	Natchez
nda	Ndasa	Ndasa
ndb	Kenswei Nsei	Kenswei Nsei
ndc	Ndau	Ndau
ndd	Nde-Nsele-Nta	Nde-Nsele-Nta
nde	North Ndebele	Ndebele, North
ndf	Nadruvian	Nadruvian
ndg	Ndengereko	Ndengereko
ndh	Ndali	Ndali
ndi	Samba Leko	Samba Leko
ndj	Ndamba	Ndamba
ndk	Ndaka	Ndaka
ndl	Ndolo	Ndolo
ndm	Ndam	Ndam
ndn	Ngundi	Ngundi
ndo	Ndonga	Ndonga
ndp	Ndo	Ndo
ndq	Ndombe	Ndombe
ndr	Ndoola	Ndoola
nds	Low German	German, Low
nds	Low Saxon	Saxon, Low
ndt	Ndunga	Ndunga
ndu	Dugun	Dugun
ndv	Ndut	Ndut
ndw	Ndobo	Ndobo
ndx	Nduga	Nduga
ndy	Lutos	Lutos
ndz	Ndogo	Ndogo
nea	Eastern Ngad'a	Ngad'a, Eastern
neb	Toura (Côte d'Ivoire)	Toura (Côte d'Ivoire)
nec	Nedebang	Nedebang
ned	Nde-Gbite	Nde-Gbite
nee	Nêlêmwa-Nixumwak	Nêlêmwa-Nixumwak
nef	Nefamese	Nefamese
neg	Negidal	Negidal
neh	Nyenkha	Nyenkha
nei	Neo-Hittite	Hittite, Neo-
nej	Neko	Neko
nek	Neku	Neku
nem	Nemi	Nemi
nen	Nengone	Nengone
neo	Ná-Meo	Ná-Meo
nep	Nepali (macrolanguage)	Nepali (macrolanguage)
neq	North Central Mixe	Mixe, North Central
ner	Yahadian	Yahadian
nes	Bhoti Kinnauri	Kinnauri, Bhoti
net	Nete	Nete
neu	Neo	Neo
nev	Nyaheun	Nyaheun
new	Nepal Bhasa	Bhasa, Nepal
new	Newari	Newari
nex	Neme	Neme
ney	Neyo	Neyo
nez	Nez Perce	Nez Perce
nfa	Dhao	Dhao
nfd	Ahwai	Ahwai
nfl	Äiwoo	Äiwoo
nfl	Ayiwo	Ayiwo
nfr	Nafaanra	Nafaanra
nfu	Mfumte	Mfumte
nga	Ngbaka	Ngbaka
ngb	Northern Ngbandi	Ngbandi, Northern
ngc	Ngombe (Democratic Republic of Congo)	Ngombe (Democratic Republic of Congo)
ngd	Ngando (Central African Republic)	Ngando (Central African Republic)
nge	Ngemba	Ngemba
ngg	Ngbaka Manza	Ngbaka Manza
ngh	N/u	N/u
ngi	Ngizim	Ngizim
ngj	Ngie	Ngie
ngk	Dalabon	Dalabon
ngl	Lomwe	Lomwe
ngm	Ngatik Men's Creole	Ngatik Men's Creole
ngn	Ngwo	Ngwo
ngo	Ngoni	Ngoni
ngp	Ngulu	Ngulu
ngq	Ngoreme	Ngoreme
ngq	Ngurimi	Ngurimi
ngr	Engdewu	Engdewu
ngs	Gvoko	Gvoko
ngt	Ngeq	Ngeq
ngu	Guerrero Nahuatl	Nahuatl, Guerrero
ngv	Nagumi	Nagumi
ngw	Ngwaba	Ngwaba
ngx	Nggwahyi	Nggwahyi
ngy	Tibea	Tibea
ngz	Ngungwel	Ngungwel
nha	Nhanda	Nhanda
nhb	Beng	Beng
nhc	Tabasco Nahuatl	Nahuatl, Tabasco
nhd	Ava Guaraní	Guaraní, Ava
nhd	Chiripá	Chiripá
nhe	Eastern Huasteca Nahuatl	Nahuatl, Eastern Huasteca
nhf	Nhuwala	Nhuwala
nhg	Tetelcingo Nahuatl	Nahuatl, Tetelcingo
nhh	Nahari	Nahari
nhi	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla
nhk	Isthmus-Cosoleacaque Nahuatl	Nahuatl, Isthmus-Cosoleacaque
nhm	Morelos Nahuatl	Nahuatl, Morelos
nhn	Central Nahuatl	Nahuatl, Central
nho	Takuu	Takuu
nhp	Isthmus-Pajapan Nahuatl	Nahuatl, Isthmus-Pajapan
nhq	Huaxcaleca Nahuatl	Nahuatl, Huaxcaleca
nhr	Naro	Naro
nht	Ometepec Nahuatl	Nahuatl, Ometepec
nhu	Noone	Noone
nhv	Temascaltepec Nahuatl	Nahuatl, Temascaltepec
nhw	Western Huasteca Nahuatl	Nahuatl, Western Huasteca
nhx	Isthmus-Mecayapan Nahuatl	Nahuatl, Isthmus-Mecayapan
nhy	Northern Oaxaca Nahuatl	Nahuatl, Northern Oaxaca
nhz	Santa María La Alta Nahuatl	Nahuatl, Santa María La Alta
nia	Nias	Nias
nib	Nakame	Nakame
nid	Ngandi	Ngandi
nie	Niellim	Niellim
nif	Nek	Nek
nig	Ngalakan	Ngalakan
nih	Nyiha (Tanzania)	Nyiha (Tanzania)
nii	Nii	Nii
nij	Ngaju	Ngaju
nik	Southern Nicobarese	Nicobarese, Southern
nil	Nila	Nila
nim	Nilamba	Nilamba
nin	Ninzo	Ninzo
nio	Nganasan	Nganasan
niq	Nandi	Nandi
nir	Nimboran	Nimboran
nis	Nimi	Nimi
nit	Southeastern Kolami	Kolami, Southeastern
niu	Niuean	Niuean
niv	Gilyak	Gilyak
niw	Nimo	Nimo
nix	Hema	Hema
niy	Ngiti	Ngiti
niz	Ningil	Ningil
nja	Nzanyi	Nzanyi
njb	Nocte Naga	Naga, Nocte
njd	Ndonde Hamba	Ndonde Hamba
njh	Lotha Naga	Naga, Lotha
nji	Gudanji	Gudanji
njj	Njen	Njen
njl	Njalgulgule	Njalgulgule
njm	Angami Naga	Naga, Angami
njn	Liangmai Naga	Naga, Liangmai
njo	Ao Naga	Naga, Ao
njr	Njerep	Njerep
njs	Nisa	Nisa
njt	Ndyuka-Trio Pidgin	Ndyuka-Trio Pidgin
nju	Ngadjunmaya	Ngadjunmaya
njx	Kunyi	Kunyi
njy	Njyem	Njyem
njz	Nyishi	Nyishi
nka	Nkoya	Nkoya
nkb	Khoibu Naga	Naga, Khoibu
nkc	Nkongho	Nkongho
nkd	Koireng	Koireng
nke	Duke	Duke
nkf	Inpui Naga	Naga, Inpui
nkg	Nekgini	Nekgini
nkh	Khezha Naga	Naga, Khezha
nki	Thangal Naga	Naga, Thangal
nkj	Nakai	Nakai
nkk	Nokuku	Nokuku
nkm	Namat	Namat
nkn	Nkangala	Nkangala
nko	Nkonya	Nkonya
nkp	Niuatoputapu	Niuatoputapu
nkq	Nkami	Nkami
nkr	Nukuoro	Nukuoro
nks	North Asmat	Asmat, North
nkt	Nyika (Tanzania)	Nyika (Tanzania)
nku	Bouna Kulango	Kulango, Bouna
nkv	Nyika (Malawi and Zambia)	Nyika (Malawi and Zambia)
nkw	Nkutu	Nkutu
nkx	Nkoroo	Nkoroo
nkz	Nkari	Nkari
nla	Ngombale	Ngombale
nlc	Nalca	Nalca
nld	Dutch	Dutch
nld	Flemish	Flemish
nle	East Nyala	Nyala, East
nlg	Gela	Gela
nli	Grangali	Grangali
nlj	Nyali	Nyali
nlk	Ninia Yali	Yali, Ninia
nll	Nihali	Nihali
nlo	Ngul	Ngul
nlq	Lao Naga	Naga, Lao
nlu	Nchumbulu	Nchumbulu
nlv	Orizaba Nahuatl	Nahuatl, Orizaba
nlw	Walangama	Walangama
nlx	Nahali	Nahali
nly	Nyamal	Nyamal
nlz	Nalögo	Nalögo
nma	Maram Naga	Naga, Maram
nmb	Big Nambas	Nambas, Big
nmb	V'ënen Taut	V'ënen Taut
nmc	Ngam	Ngam
nmd	Ndumu	Ndumu
nme	Mzieme Naga	Naga, Mzieme
nmf	Tangkhul Naga (India)	Naga, Tangkhul (India)
nmg	Kwasio	Kwasio
nmh	Monsang Naga	Naga, Monsang
nmi	Nyam	Nyam
nmj	Ngombe (Central African Republic)	Ngombe (Central African Republic)
nmk	Namakura	Namakura
nml	Ndemli	Ndemli
nmm	Manangba	Manangba
nmn	!Xóõ	!Xóõ
nmo	Moyon Naga	Naga, Moyon
nmp	Nimanbur	Nimanbur
nmq	Nambya	Nambya
nmr	Nimbari	Nimbari
nms	Letemboi	Letemboi
nmt	Namonuito	Namonuito
nmu	Northeast Maidu	Maidu, Northeast
nmv	Ngamini	Ngamini
nmw	Nimoa	Nimoa
nmw	Rifao	Rifao
nmx	Nama (Papua New Guinea)	Nama (Papua New Guinea)
nmy	Namuyi	Namuyi
nmz	Nawdm	Nawdm
nna	Nyangumarta	Nyangumarta
nnb	Nande	Nande
nnc	Nancere	Nancere
nnd	West Ambae	Ambae, West
nne	Ngandyera	Ngandyera
nnf	Ngaing	Ngaing
nng	Maring Naga	Naga, Maring
nnh	Ngiemboon	Ngiemboon
nni	North Nuaulu	Nuaulu, North
nnj	Nyangatom	Nyangatom
nnk	Nankina	Nankina
nnl	Northern Rengma Naga	Naga, Northern Rengma
nnm	Namia	Namia
nnn	Ngete	Ngete
nno	Norwegian Nynorsk	Norwegian Nynorsk
nnp	Wancho Naga	Naga, Wancho
nnq	Ngindo	Ngindo
nnr	Narungga	Narungga
nns	Ningye	Ningye
nnt	Nanticoke	Nanticoke
nnu	Dwang	Dwang
nnv	Nugunu (Australia)	Nugunu (Australia)
nnw	Southern Nuni	Nuni, Southern
nny	Nyangga	Nyangga
nnz	Nda'nda'	Nda'nda'
noa	Woun Meu	Woun Meu
nob	Norwegian Bokmål	Norwegian Bokmål
noc	Nuk	Nuk
nod	Northern Thai	Thai, Northern
noe	Nimadi	Nimadi
nof	Nomane	Nomane
nog	Nogai	Nogai
noh	Nomu	Nomu
noi	Noiri	Noiri
noj	Nonuya	Nonuya
nok	Nooksack	Nooksack
nol	Nomlaki	Nomlaki
nom	Nocamán	Nocamán
non	Old Norse	Norse, Old
nop	Numanggang	Numanggang
noq	Ngongo	Ngongo
nor	Norwegian	Norwegian
nos	Eastern Nisu	Nisu, Eastern
not	Nomatsiguenga	Nomatsiguenga
nou	Ewage-Notu	Ewage-Notu
nov	Novial	Novial
now	Nyambo	Nyambo
noy	Noy	Noy
noz	Nayi	Nayi
npa	Nar Phu	Nar Phu
npb	Nupbikha	Nupbikha
npg	Ponyo-Gongwang Naga	Naga, Ponyo-Gongwang
nph	Phom Naga	Naga, Phom
npi	Nepali (individual language)	Nepali (individual language)
npl	Southeastern Puebla Nahuatl	Nahuatl, Southeastern Puebla
npn	Mondropolon	Mondropolon
npo	Pochuri Naga	Naga, Pochuri
nps	Nipsan	Nipsan
npu	Puimei Naga	Naga, Puimei
npy	Napu	Napu
nqg	Southern Nago	Nago, Southern
nqk	Kura Ede Nago	Ede Nago, Kura
nqm	Ndom	Ndom
nqn	Nen	Nen
nqo	N'Ko	N'Ko
nqq	Kyan-Karyaw Naga	Naga, Kyan-Karyaw
nqy	Akyaung Ari Naga	Naga, Akyaung Ari
nra	Ngom	Ngom
nrb	Nara	Nara
nrc	Noric	Noric
nre	Southern Rengma Naga	Naga, Southern Rengma
nrf	Guernésiais	Guernésiais
nrf	Jèrriais	Jèrriais
nrg	Narango	Narango
nri	Chokri Naga	Naga, Chokri
nrk	Ngarla	Ngarla
nrl	Ngarluma	Ngarluma
nrm	Narom	Narom
nrn	Norn	Norn
nrp	North Picene	Picene, North
nrr	Nora	Nora
nrr	Norra	Norra
nrt	Northern Kalapuya	Kalapuya, Northern
nru	Narua	Narua
nrx	Ngurmbur	Ngurmbur
nrz	Lala	Lala
nsa	Sangtam Naga	Naga, Sangtam
nsc	Nshi	Nshi
nsd	Southern Nisu	Nisu, Southern
nse	Nsenga	Nsenga
nsf	Northwestern Nisu	Nisu, Northwestern
nsg	Ngasa	Ngasa
